course_id,published_timestamp
955748,2016-10-03T22:21:54Z
49798,2013-04-20T02:25:22Z
429662,2015-03-23T17:03:31Z
97338,2013-10-16T17:40:23Z
510178,2015-05-25T19:46:32Z
1002282,2016-11-12T04:22:59Z
706670,2016-01-01T19:04:07Z
275294,2014-08-05T18:24:18Z
594936,2015-09-14T18:24:03Z
521342,2015-06-19T22:16:52Z
828740,2016-04-28T16:39:21Z
501960,2015-05-28T22:38:25Z
486240,2015-04-27T23:18:59Z
869652,2016-06-09T04:21:43Z
1095700,2017-02-27T16:33:33Z
169662,2014-02-25T15:43:53Z
1041522,2016-12-21T14:44:15Z
657130,2015-11-02T20:13:05Z
774570,2016-03-12T05:06:29Z
1078520,2017-03-20T18:42:56Z
999262,2016-11-07T14:51:41Z
100526,2013-10-09T21:12:00Z
513046,2015-06-01T22:47:06Z
309854,2015-09-15T18:28:43Z
580068,2015-09-04T20:03:24Z
304410,2014-09-22T03:58:46Z
782256,2016-03-17T17:43:59Z
826912,2016-05-11T17:08:03Z
313512,2014-11-08T02:53:57Z
759262,2016-02-15T17:33:49Z
359926,2016-04-05T15:48:32Z
591724,2017-06-20T02:29:09Z
533458,2015-11-17T19:17:56Z
1064904,2017-04-03T22:17:10Z
484134,2015-04-24T00:21:44Z
1046940,2017-05-01T19:56:30Z
1107954,2017-03-02T16:25:56Z
455452,2015-03-26T18:01:39Z
1263966,2017-06-27T22:00:27Z
658766,2015-11-03T18:22:32Z
927442,2016-08-11T21:18:34Z
972126,2016-10-09T21:19:54Z
1031696,2016-12-13T21:12:10Z
742106,2016-01-28T22:09:01Z
355374,2014-11-28T11:43:27Z
529828,2015-06-17T22:23:31Z
538560,2015-07-17T19:16:47Z
994666,2016-11-08T17:02:08Z
389108,2015-01-09T04:22:24Z
38456,2013-03-06T05:28:43Z
282050,2014-08-21T17:18:12Z
607800,2015-12-08T17:12:06Z
832410,2016-04-28T18:22:49Z
779000,2016-03-18T15:07:45Z
180372,2014-03-13T12:47:09Z
429952,2015-03-19T19:00:23Z
172898,2014-03-04T19:36:43Z
180360,2014-03-13T22:12:01Z
713416,2016-02-12T23:44:27Z
407658,2015-07-10T19:32:16Z
572992,2015-12-03T02:30:13Z
192724,2014-04-24T10:56:31Z
469526,2015-04-24T21:22:27Z
854764,2016-05-20T17:19:02Z
754524,2016-05-27T17:16:58Z
851288,2016-05-24T04:57:49Z
363058,2014-12-24T22:46:08Z
700080,2016-01-11T20:46:47Z
637452,2015-12-04T05:11:46Z
360916,2014-12-08T07:07:22Z
375594,2014-12-22T16:57:30Z
703770,2016-02-22T00:31:08Z
602032,2015-11-03T00:09:31Z
475032,2015-04-13T23:02:21Z
925854,2017-03-13T22:53:07Z
895936,2016-07-05T20:58:26Z
399170,2015-01-20T21:39:42Z
593460,2015-08-31T19:54:34Z
1225564,2017-05-24T14:45:31Z
774174,2016-03-03T21:03:33Z
294292,2014-10-05T16:09:30Z
189160,2014-04-23T15:10:52Z
1000136,2017-01-28T16:47:51Z
1232382,2017-06-29T18:09:01Z
1058530,2017-01-19T16:07:18Z
994118,2017-06-22T20:28:25Z
621014,2015-09-25T21:59:24Z
673750,2015-11-21T20:47:58Z
390510,2015-02-18T11:50:46Z
282044,2014-08-16T17:37:15Z
118836,2013-12-01T04:10:23Z
849632,2016-07-10T17:11:15Z
904240,2016-07-18T21:48:10Z
1165780,2017-04-12T16:55:26Z
304424,2014-09-22T05:12:53Z
1246684,2017-06-19T21:59:42Z
591880,2015-08-30T22:48:34Z
155616,2014-01-31T22:27:11Z
1185936,2017-04-25T15:02:33Z
65802,2013-07-24T03:18:38Z
229360,2014-06-21T05:43:33Z
159388,2014-02-11T18:06:18Z
172298,2014-03-19T18:30:55Z
570996,2015-08-04T21:56:58Z
944594,2016-09-21T19:36:22Z
81064,2013-12-31T01:22:44Z
364034,2014-12-16T03:10:02Z
119276,2013-11-15T17:53:03Z
753610,2017-03-29T00:06:21Z
616564,2015-09-23T15:25:09Z
596026,2015-11-12T00:51:16Z
1264512,2017-06-29T21:32:21Z
499504,2015-05-19T22:25:23Z
903326,2016-08-10T23:07:28Z
412108,2015-02-18T23:28:01Z
865630,2016-06-02T18:09:38Z
1210062,2017-05-10T23:37:44Z
1180960,2017-05-08T02:40:04Z
660846,2015-11-06T19:05:01Z
829206,2016-05-23T17:03:43Z
385604,2016-12-05T14:18:39Z
302468,2014-09-22T04:05:52Z
331600,2014-11-05T21:43:45Z
557436,2015-08-24T23:33:21Z
1162656,2017-04-28T00:03:47Z
389834,2016-10-25T16:11:24Z
304414,2014-09-22T05:16:06Z
55136,2013-05-26T14:14:33Z
619792,2016-11-19T03:30:03Z
505144,2015-05-20T00:00:42Z
688244,2015-12-18T02:55:11Z
642060,2016-04-01T15:56:38Z
114518,2014-02-10T03:50:00Z
1050168,2017-01-02T15:18:21Z
666910,2015-11-25T18:02:44Z
158830,2014-02-10T18:12:06Z
577256,2015-10-07T17:25:18Z
192576,2014-04-24T09:48:19Z
662450,2015-11-13T17:28:16Z
312834,2014-11-24T10:19:35Z
44319,2013-03-02T14:03:59Z
174800,2014-04-21T16:23:37Z
1179546,2017-04-28T00:08:38Z
1239206,2017-06-28T15:09:21Z
1149564,2017-03-22T22:57:34Z
79364,2013-09-26T14:16:35Z
917172,2016-07-29T16:49:37Z
1276364,2017-07-05T19:06:26Z
1237912,2017-06-16T05:29:13Z
531710,2015-07-10T00:16:42Z
1021760,2017-04-06T21:39:23Z
193916,2014-04-06T16:50:18Z
74016,2013-08-12T13:54:47Z
